5396351002642831|08|2024|632
5396358114432043|02|2026|626
5396354537487524|03|2026|843
5396354880125820|07|2023|614
5396357624208208|12|2024|644
5396352238524710|03|2025|137
5396353615542333|02|2026|264
5396355564455615|03|2025|331
5396352666546888|06|2023|704
5396358075054174|10|2025|372
5396358451872777|12|2023|118
5396358182750342|06|2024|027
5396357682532721|10|2023|763
5396353532664624|07|2025|228
5396355523285400|08|2025|740
5396351874243338|09|2025|434
5396352503200475|06|2023|445
5396358625247088|02|2024|246
5396352160402034|06|2024|221
5396353600662252|07|2023|200
5396355560215484|08|2023|331
5396353740421437|08|2024|643
5396350413547423|05|2023|050
5396355302754105|11|2023|771
5396355416405255|03|2023|437
5396358314065320|06|2023|126
5396354587187875|07|2024|201
5396353168563843|06|2025|004
5396351173634674|10|2023|680
5396358843016273|10|2024|120
5396352747606511|09|2023|415
5396357857052612|12|2024|177
5396351231532704|11|2026|868
5396354183556358|02|2023|887
5396351557766027|04|2026|648
5396352800465888|08|2024|002
5396355353114886|04|2023|187
5396355182285527|09|2026|775
5396351870567482|03|2023|741
5396351534265150|03|2025|464
5396356820550744|04|2026|314
5396356060711857|08|2025|206
5396354127658021|01|2026|786
5396358477130226|04|2024|343
5396354285346500|08|2024|062
5396351804223301|10|2023|588
5396358314242838|12|2023|485
5396356871752215|03|2026|433
5396353784661468|03|2026|874
5396357246872621|10|2025|674
5396358381341760|12|2026|112
5396354027832346|10|2026|370
5396352154442251|10|2026|002
5396351572836185|03|2026|022
5396350277111662|06|2024|551
5396356547041431|03|2023|036
5396356772547458|12|2025|703
5396351828574150|06|2026|724
5396350431314517|05|2024|563
5396357726783074|10|2023|601
5396358216402035|12|2026|732
5396356327004351|06|2025|843
5396357525200775|03|2026|082
5396358311153046|09|2024|522
5396356862078851|06|2023|421
5396352633011800|07|2024|718
5396351255231563|11|2023|673
5396354073605760|09|2025|548
5396350376138038|12|2026|445
5396354211854213|07|2025|703
5396354833887120|07|2024|118
5396354478555743|03|2026|307
5396352771366552|07|2024|732
5396356038007875|02|2025|540
5396356568151820|12|2025|638
5396351666522865|03|2025|363
5396350036410744|02|2026|067
5396356673282080|04|2026|445
5396356312251165|07|2024|304
5396357321354818|08|2024|220
5396355568820541|10|2026|210
5396354704580770|09|2025|751
5396354864363256|02|2023|336
5396350004124756|06|2023|725
5396353551513371|11|2026|740
5396353351852250|11|2023|730
5396354782666210|08|2026|833
5396352460264423|02|2024|222
5396356382470422|07|2025|524
5396358310436251|10|2025|210
5396356257813862|02|2024|688
5396354732160553|06|2023|768
5396358341228347|09|2023|768
5396358684670147|08|2026|854
5396358475742675|10|2026|263
5396353470181177|04|2025|302
5396354600077814|03|2025|422
5396353086718545|04|2026|275
5396352642257345|04|2023|012
5396353475258871|04|2026|850
5396358872638724|11|2026|801
5396356232273067|01|2024|172
5396355130465205|04|2023|347
5396351536684804|05|2026|314
5396357387080646|02|2023|765
5396354374178673|09|2025|046
5396358413032700|01|2025|601
5396353183121742|01|2025|054
5396351543562761|02|2025|577
5396357834256856|04|2025|718
5396352663115786|06|2023|888
5396353161758044|03|2025|418
5396358732274686|12|2023|842
5396354014343067|04|2025|100
5396352848465536|07|2023|263
5396358245512416|04|2026|332
5396354334580026|08|2024|847
5396354883752083|11|2025|563
5396351747244158|02|2024|810
5396354040178883|12|2025|326
5396357257207550|11|2023|663
5396358340281537|10|2026|081
5396356011887673|05|2023|108
5396358008035456|09|2024|353
5396355718747008|08|2023|345
5396351288851122|12|2024|854
5396356467056674|02|2026|251
5396358147303427|07|2024|682
5396357666181503|11|2023|086
5396356078854160|10|2026|606
5396354508371046|11|2026|151
5396355610400854|01|2026|868
5396358124561435|03|2025|333
5396351754162517|09|2023|488
5396354738444282|07|2026|775
5396356743053115|07|2025|271
5396357210426685|12|2026|508
5396351886753027|01|2026|864
5396356723424286|10|2023|010
5396354434216075|09|2024|705
5396352452176346|02|2023|336
5396353503322053|08|2023|425
5396358177282673|03|2026|747
5396351843451814|11|2023|837
5396351785866763|10|2025|412
5396354664117548|11|2026|851
5396350084835040|10|2025|177
5396354512421001|01|2024|611
5396353881737385|01|2023|874
5396356287002833|12|2023|878
5396355560785148|07|2026|270
5396351417732854|09|2026|344
5396357470262317|01|2025|158
5396356210227820|06|2025|202
5396357037472607|03|2024|071
5396354716180668|05|2024|565
5396352567831884|12|2026|475
5396356630673041|08|2024|812
5396356474731400|02|2024|116
5396356841132506|03|2026|883
5396358480555807|04|2025|005
5396357051764871|07|2026|443
5396356428873738|08|2023|828
5396350078434180|07|2025|411
5396350228853776|08|2025|168
5396355863554316|03|2024|813
5396352714336837|03|2026|505
5396354388087043|05|2023|634
5396354251105385|05|2023|838
5396355478884140|03|2026|256
5396353380605653|03|2026|047
5396353286832740|10|2023|514
5396355646702315|12|2023|757
5396350348875188|02|2024|050
5396353550542272|12|2023|704
5396354032270557|03|2023|557
5396351584325573|03|2024|103
5396351245658073|11|2023|181
5396350111864443|12|2026|120
5396352708010166|08|2025|816
5396353860742620|09|2024|811
5396355026787431|09|2026|764
5396356883038637|08|2024|013
5396358435534113|08|2024|038
5396356183121885|10|2024|701
5396356767168625|03|2024|827
5396358261762788|07|2026|413
5396356857486713|02|2024|660
5396351657346076|05|2026|521
5396350571375344|04|2026|120
5396358605020737|09|2026|274
